Marka,Model,Depolama,RAM,Yaş,Fiyat
Apple,iPhone 11,256,12,3,28484.75
Samsung,Galaxy S21,64,12,0,18968.31
Oppo,Find X3,64,8,0,13534.54
Huawei,P40,64,8,1,13816.31
Oppo,Find X3,64,4,0,10597.37
Xiaomi,Redmi Note 8,256,6,1,20583.15
Samsung,Galaxy S20,128,6,2,20342.73
Huawei,P40,64,8,4,10435.97
Xiaomi,Redmi Note 9,256,4,2,24674.27
Xiaomi,Redmi Note 9,64,6,0,13360.13
Samsung,Galaxy S10,256,8,1,27083.44
Oppo,A15,256,8,4,19245.46
Oppo,Find X3,256,8,3,22552.85
Apple,iPhone 11,64,8,3,14887.75
Xiaomi,Redmi Note 8,64,4,2,9157.87
Xiaomi,Redmi Note 9,64,6,2,10247.0
Huawei,Mate 40,64,6,4,9082.82
OnePlus,9 Pro,64,12,5,12828.04
Oppo,Find X3,64,6,2,10469.83
OnePlus,Nord,128,6,4,15050.87
Xiaomi,Redmi Note 9,256,4,4,21402.98
Samsung,Galaxy S10,256,4,4,20403.42
Huawei,P30,64,12,4,9506.31
OnePlus,Nord,128,4,2,18680.73
Oppo,Reno 5,64,4,3,7749.4
Xiaomi,Redmi Note 8,256,4,0,22684.81
Apple,iPhone 11,256,12,5,28331.7
Huawei,Mate 40,256,6,1,22933.4
Oppo,Reno 5,64,4,0,12095.91
Xiaomi,Redmi Note 8,256,4,4,20758.81
Samsung,Galaxy S20,256,12,0,32076.27
Apple,iPhone 12,256,8,0,33428.61
Samsung,Galaxy S20,64,12,5,10348.93
OnePlus,9 Pro,128,4,1,20530.09
Apple,iPhone 10,128,6,2,20774.25
Huawei,P40,128,6,5,13291.41
Samsung,Galaxy S20,128,8,0,18015.36
OnePlus,9 Pro,64,4,0,15788.96
Apple,iPhone 10,64,8,5,13701.68
Apple,iPhone 10,256,12,2,29807.18
Apple,iPhone 10,64,4,4,13697.44
Huawei,Mate 40,64,8,1,14960.33
Samsung,Galaxy S21,256,4,5,20931.3
OnePlus,9 Pro,64,12,4,11606.75
Xiaomi,Mi 11,256,4,2,22931.33
Oppo,A15,128,6,3,10575.99
OnePlus,8T,128,8,3,16857.67
Huawei,P40,64,12,4,9333.92
Apple,iPhone 11,256,12,4,25686.19
Xiaomi,Mi 11,64,8,0,13425.41
Apple,iPhone 11,256,6,2,29736.46
Huawei,P30,64,6,1,11138.56
OnePlus,Nord,64,6,5,10905.26
Apple,iPhone 11,64,4,4,13961.86
Huawei,Mate 40,64,6,0,13146.69
Samsung,Galaxy S21,256,4,1,24165.05
Xiaomi,Redmi Note 8,128,4,2,12909.91
Apple,iPhone 10,128,12,0,23243.46
Samsung,Galaxy S10,256,8,2,27734.81
Samsung,Galaxy S20,256,4,2,27167.93
Huawei,P30,128,8,2,16769.14
OnePlus,Nord,64,4,0,13017.23
Huawei,P40,64,12,2,12951.28
Huawei,P30,64,6,5,6938.87
OnePlus,8T,128,12,0,19633.97
Apple,iPhone 12,64,6,1,20163.49
Oppo,A15,128,6,2,14971.55
OnePlus,Nord,128,8,5,15705.53
Xiaomi,Redmi Note 9,256,6,3,19058.92
Xiaomi,Redmi Note 8,128,4,5,9315.71
Apple,iPhone 12,256,6,3,26523.91
Oppo,Reno 5,256,12,4,21500.55
Samsung,Galaxy S20,256,8,0,26245.35
Samsung,Galaxy S10,256,6,5,20335.69
Huawei,Mate 40,256,6,4,22153.62
OnePlus,8T,256,12,2,25921.73
Samsung,Galaxy S20,256,4,1,30743.94
Apple,iPhone 12,64,4,3,14321.87
Oppo,Find X3,256,12,0,28110.61
OnePlus,9 Pro,128,4,3,16478.21
Xiaomi,Redmi Note 8,128,6,3,11857.53
Huawei,P40,256,4,5,19846.19
Xiaomi,Mi 11,64,12,3,11851.69
Samsung,Galaxy S20,128,8,5,14126.34
Samsung,Galaxy S10,64,8,5,10328.19
Oppo,Reno 5,128,4,4,10816.76
Xiaomi,Redmi Note 8,64,6,5,6489.53
Huawei,Mate 40,256,6,3,19946.17
Apple,iPhone 12,64,6,4,14239.5
OnePlus,9 Pro,128,12,3,19860.27
Apple,iPhone 12,256,8,2,29513.1
Samsung,Galaxy S20,256,8,5,26290.62
Samsung,Galaxy S21,256,12,3,25013.22
Oppo,Reno 5,64,8,4,7678.58
Samsung,Galaxy S21,256,6,2,30069.04
Apple,iPhone 11,256,12,5,26076.89
Oppo,Find X3,128,6,1,15409.05
OnePlus,9 Pro,128,4,1,18296.05
Samsung,Galaxy S21,64,12,5,13243.8
Xiaomi,Mi 11,64,12,0,15301.02
Samsung,Galaxy S10,64,4,0,17382.56
Huawei,Mate 40,256,4,0,22446.39
OnePlus,Nord,64,8,0,14014.85
Huawei,Mate 40,256,8,0,23911.2
Xiaomi,Mi 11,256,8,2,24683.56
OnePlus,8T,256,8,2,23402.05
Huawei,Mate 40,128,4,0,19075.74
Apple,iPhone 12,128,6,2,23118.62
Huawei,P40,128,8,2,15808.63
Huawei,P30,128,4,3,14576.91
Apple,iPhone 12,64,6,2,15730.06
Huawei,Mate 40,128,4,5,11557.27
OnePlus,9 Pro,128,12,4,17398.17
Xiaomi,Mi 11,64,8,0,12168.47
OnePlus,9 Pro,256,4,0,28783.57
Samsung,Galaxy S20,128,8,5,16399.55
Huawei,Mate 40,256,6,4,24981.23
Samsung,Galaxy S20,256,4,1,25197.19
Oppo,Find X3,128,8,1,13604.16
Oppo,Reno 5,128,6,3,11626.66
OnePlus,Nord,256,12,3,28005.68
Samsung,Galaxy S20,128,6,0,17886.73
Apple,iPhone 10,128,12,0,21388.5
Apple,iPhone 12,64,6,0,20505.01
Huawei,P40,256,4,2,22387.15
Xiaomi,Redmi Note 8,256,12,5,22099.19
Oppo,Reno 5,64,6,5,6110.74
Samsung,Galaxy S20,128,8,1,17698.58
Samsung,Galaxy S10,64,6,2,12202.66
Oppo,A15,64,6,3,7269.09
Huawei,P30,64,6,5,8980.36
Xiaomi,Mi 11,128,4,2,13486.53
Huawei,Mate 40,64,12,5,8889.64
Xiaomi,Redmi Note 8,256,4,4,22520.03
OnePlus,Nord,128,4,2,16091.88
Samsung,Galaxy S20,128,8,0,20183.7
Samsung,Galaxy S20,64,12,2,14550.87
Oppo,Reno 5,64,6,3,9849.07
Oppo,Find X3,256,6,0,23917.43
Apple,iPhone 11,256,6,4,25454.05
Xiaomi,Mi 11,256,8,3,23357.92
Oppo,Reno 5,64,12,3,8516.78
Samsung,Galaxy S10,64,4,5,10909.54
Samsung,Galaxy S21,128,6,4,17355.18
Xiaomi,Mi 11,256,6,4,19916.94
Apple,iPhone 10,64,12,4,13716.11
Huawei,Mate 40,64,8,0,14082.66
Huawei,P40,256,8,2,26746.53
Samsung,Galaxy S21,128,6,5,15709.72
Xiaomi,Redmi Note 9,256,12,5,20295.3
Huawei,P30,128,12,4,11991.4
Samsung,Galaxy S10,128,8,0,17161.74
Xiaomi,Mi 11,64,8,0,12292.73
Huawei,Mate 40,256,4,4,21435.81
Samsung,Galaxy S21,128,8,3,18994.96
Oppo,Reno 5,64,6,0,12920.35
Huawei,Mate 40,64,4,1,12753.99
Apple,iPhone 12,64,4,3,14472.84
Oppo,Reno 5,128,8,0,18266.45
Huawei,Mate 40,64,6,1,12458.07
Apple,iPhone 12,64,8,0,17099.89
Apple,iPhone 11,256,12,0,31508.09
OnePlus,Nord,128,8,5,13587.0
Oppo,A15,128,12,3,13144.77
Xiaomi,Redmi Note 8,256,8,3,21946.42
Huawei,P30,128,4,3,13047.14
Huawei,P40,64,12,5,7943.61
Samsung,Galaxy S10,256,12,3,27426.53
Xiaomi,Mi 11,256,12,3,21287.92
Oppo,A15,256,12,5,18059.35
Apple,iPhone 12,64,8,4,16290.02
Apple,iPhone 10,64,8,2,17772.52
Xiaomi,Redmi Note 9,64,12,1,13119.49
Xiaomi,Redmi Note 9,128,6,5,12676.57
Apple,iPhone 10,64,6,4,14866.99
Huawei,Mate 40,256,8,3,22328.88
Samsung,Galaxy S20,128,12,2,19654.47
Xiaomi,Redmi Note 8,256,12,2,22385.71
Samsung,Galaxy S10,64,12,5,12406.5
Samsung,Galaxy S21,256,4,3,28643.71
Samsung,Galaxy S10,256,8,4,22290.05
Apple,iPhone 10,128,6,4,17382.34
Oppo,Reno 5,128,6,2,13663.74
Oppo,A15,128,12,4,13130.51
Apple,iPhone 12,64,12,1,19115.24
OnePlus,Nord,256,8,5,22469.32
OnePlus,8T,64,12,3,13051.87
OnePlus,Nord,128,12,4,17192.46
Oppo,A15,64,8,1,11672.6
OnePlus,Nord,256,6,3,21907.01
Oppo,A15,64,4,4,6788.03
Huawei,Mate 40,128,8,4,15496.4
Xiaomi,Mi 11,64,8,2,11138.07
Samsung,Galaxy S20,64,6,3,12250.58
Huawei,P30,64,8,0,11941.5
OnePlus,8T,128,6,0,18610.63
Samsung,Galaxy S21,64,12,5,11755.81
Huawei,P30,64,4,0,12114.12
Oppo,Reno 5,128,4,2,11915.74
OnePlus,Nord,256,8,0,28702.54
OnePlus,Nord,64,6,0,13079.7
Huawei,Mate 40,64,8,4,9392.29
Apple,iPhone 12,64,12,4,16427.58
Oppo,A15,128,6,3,11139.95
Oppo,A15,128,6,2,11763.1
Samsung,Galaxy S10,64,8,5,9919.51
Samsung,Galaxy S10,64,6,4,11242.03
Apple,iPhone 11,64,4,5,11657.54
Xiaomi,Redmi Note 9,64,6,2,11629.87
Apple,iPhone 12,128,6,0,22879.15
Xiaomi,Redmi Note 8,64,8,4,8702.93
Huawei,P30,128,4,2,15539.24
Samsung,Galaxy S21,256,12,0,29362.06
Apple,iPhone 12,64,4,3,14579.28
Samsung,Galaxy S21,64,6,2,15162.19
Huawei,P30,64,6,0,15028.98
Oppo,Find X3,128,12,2,14684.1
Xiaomi,Mi 11,64,12,2,12797.17
Oppo,A15,64,12,5,6887.28
Xiaomi,Redmi Note 9,256,12,5,20114.38
Apple,iPhone 11,128,4,4,18737.73
Samsung,Galaxy S20,64,6,4,13268.87
OnePlus,Nord,256,4,0,27816.88
Xiaomi,Redmi Note 8,128,6,2,13999.7
Samsung,Galaxy S10,128,12,2,20287.34
Xiaomi,Redmi Note 8,256,8,2,23403.35
Samsung,Galaxy S10,256,8,5,20882.03
Xiaomi,Redmi Note 9,256,12,4,22653.18
Samsung,Galaxy S21,64,12,3,16062.74
OnePlus,Nord,128,12,0,18069.31
OnePlus,Nord,128,6,1,17678.18
Xiaomi,Redmi Note 8,256,6,1,26630.69
Oppo,A15,128,12,0,16881.52
Oppo,Find X3,256,12,2,23587.09
Xiaomi,Redmi Note 8,128,4,2,13363.51
Apple,iPhone 11,256,6,1,31494.79
Huawei,P40,64,4,3,10461.39
OnePlus,8T,128,12,5,16483.9
Xiaomi,Mi 11,128,8,3,13173.81
Apple,iPhone 10,64,6,2,16656.68
Huawei,Mate 40,256,6,3,25154.21
Xiaomi,Redmi Note 8,64,8,4,9102.86
Apple,iPhone 10,128,8,3,20187.76
Samsung,Galaxy S10,64,4,1,13870.4
Huawei,P40,256,4,1,26329.53
OnePlus,9 Pro,256,12,0,27878.66
Apple,iPhone 11,256,4,2,26984.07
OnePlus,9 Pro,256,12,1,27232.03
Samsung,Galaxy S10,64,4,5,10647.77
Huawei,P40,128,8,4,12139.58
Oppo,Find X3,64,6,2,10183.35
Apple,iPhone 11,256,4,3,27255.53
Xiaomi,Redmi Note 8,256,6,3,23889.16
Huawei,P30,256,8,1,21576.39
Xiaomi,Redmi Note 8,64,12,2,11742.2
OnePlus,Nord,128,8,3,15490.82
Huawei,P40,128,6,4,13609.66
Apple,iPhone 12,128,12,2,23176.45
Samsung,Galaxy S20,128,12,2,20106.4
OnePlus,9 Pro,64,8,5,11639.4
Samsung,Galaxy S20,256,12,2,23641.49
Huawei,Mate 40,128,6,3,16830.92
Oppo,Reno 5,256,8,3,22384.55
Huawei,P30,128,12,5,13521.18
Huawei,P30,256,12,5,20247.71
Samsung,Galaxy S10,64,8,5,11313.61
Huawei,Mate 40,256,6,1,22450.88
Oppo,Reno 5,64,4,2,9426.19
Huawei,Mate 40,256,12,4,25984.56
Xiaomi,Mi 11,64,12,3,11669.84
Oppo,Reno 5,128,6,5,11434.85
Samsung,Galaxy S21,64,6,3,13020.7
Oppo,Find X3,128,6,0,17180.31
OnePlus,8T,256,12,1,27272.96
Apple,iPhone 12,64,6,3,15395.16
Xiaomi,Redmi Note 9,256,6,4,21696.39
Xiaomi,Mi 11,256,6,4,21370.47
OnePlus,Nord,64,12,5,11198.46
Samsung,Galaxy S21,128,6,5,13454.01
Apple,iPhone 10,256,8,1,31761.53
OnePlus,9 Pro,256,6,4,21135.6
OnePlus,9 Pro,128,6,0,20473.74
Xiaomi,Redmi Note 9,256,4,4,20496.39
Samsung,Galaxy S10,128,12,2,18979.17
Apple,iPhone 12,128,8,4,19358.21
OnePlus,9 Pro,256,8,4,26342.12
Samsung,Galaxy S21,128,12,2,19997.87
Xiaomi,Mi 11,64,4,5,7895.71
OnePlus,8T,64,6,5,8936.36
Apple,iPhone 11,64,6,5,12690.99
OnePlus,9 Pro,128,12,3,15521.1
Xiaomi,Mi 11,64,6,1,11613.92
Oppo,Reno 5,64,6,0,11924.81
Xiaomi,Mi 11,64,8,1,10584.42
OnePlus,Nord,256,12,1,24597.7
Oppo,Reno 5,256,12,2,22079.37
Apple,iPhone 10,64,8,1,15095.08
Apple,iPhone 11,256,4,3,29919.75
Samsung,Galaxy S10,128,4,5,14805.5
Xiaomi,Redmi Note 9,256,6,1,21816.1
Oppo,Find X3,128,4,0,16852.85
Oppo,Reno 5,64,4,5,5680.13
Xiaomi,Redmi Note 9,256,6,1,26058.14
Samsung,Galaxy S10,128,12,0,20893.25
OnePlus,8T,256,4,3,22255.69
Xiaomi,Mi 11,128,6,2,15572.68
Huawei,P30,128,8,0,16523.22
Apple,iPhone 12,64,6,4,14441.0
Apple,iPhone 11,128,4,1,22914.21
Huawei,Mate 40,128,8,4,13185.44
Oppo,A15,64,12,4,7933.54
Huawei,Mate 40,256,4,3,21421.52
Huawei,P40,128,4,1,15861.87
Huawei,P40,256,12,4,23833.79
Xiaomi,Redmi Note 8,256,8,5,18629.47
Huawei,P40,128,4,2,15031.81
OnePlus,9 Pro,64,6,2,15328.11
Oppo,A15,128,4,5,10100.37
Xiaomi,Mi 11,256,12,4,19111.41
Huawei,P40,128,4,5,11674.64
Apple,iPhone 11,256,6,0,32765.14
Huawei,Mate 40,256,8,5,19822.7
Samsung,Galaxy S20,256,6,2,28872.27
Apple,iPhone 10,128,4,2,21965.92
Samsung,Galaxy S20,128,8,0,21554.9
Samsung,Galaxy S21,128,8,4,15470.91
OnePlus,Nord,64,12,3,13834.49
OnePlus,9 Pro,256,6,4,24794.05
Oppo,Reno 5,256,4,4,18543.34
Huawei,Mate 40,128,4,1,18704.7
Samsung,Galaxy S21,256,8,1,29037.74
OnePlus,9 Pro,64,6,0,15086.75
Xiaomi,Redmi Note 8,256,12,4,23519.3
Huawei,P40,128,4,2,13977.22
Oppo,Reno 5,256,4,1,20028.36
OnePlus,Nord,64,8,3,12110.11
OnePlus,8T,256,6,3,23358.31
OnePlus,9 Pro,64,12,2,15451.77
Xiaomi,Mi 11,64,4,0,12497.44
Xiaomi,Redmi Note 8,64,4,5,6180.08
OnePlus,Nord,128,8,5,13986.84
OnePlus,8T,256,6,5,25000.25
Huawei,P40,64,4,0,12554.71
Samsung,Galaxy S21,256,12,4,26977.46
Oppo,Reno 5,128,8,3,11817.04
Xiaomi,Mi 11,64,4,2,10749.96
Oppo,Reno 5,64,4,1,11489.39
OnePlus,Nord,256,12,0,27764.7
Xiaomi,Mi 11,128,4,3,13529.66
OnePlus,9 Pro,256,8,5,21235.24
Xiaomi,Mi 11,128,12,2,13904.32
Samsung,Galaxy S21,128,12,1,19347.64
Oppo,Reno 5,64,6,4,8662.33
Apple,iPhone 10,128,6,5,18674.46
Apple,iPhone 12,64,12,1,16274.9
Huawei,P30,64,8,5,7622.87
Apple,iPhone 12,128,8,1,24526.45
OnePlus,8T,256,4,5,20911.15
Apple,iPhone 11,256,8,0,29556.81
OnePlus,8T,256,8,3,27621.69
OnePlus,Nord,128,8,1,16690.6
Xiaomi,Redmi Note 8,256,6,3,23874.19
Oppo,Reno 5,128,4,2,15299.11
OnePlus,8T,256,6,4,22069.05
Samsung,Galaxy S21,64,4,0,18520.37
Oppo,A15,128,4,5,10005.84
Xiaomi,Redmi Note 8,64,12,2,11970.62
Huawei,Mate 40,128,12,5,14458.33
Samsung,Galaxy S10,64,6,1,12910.61
Huawei,P30,128,6,1,15594.93
Samsung,Galaxy S10,128,12,3,18903.26
Huawei,Mate 40,64,6,0,15618.87
Huawei,P30,128,12,5,14111.93
Samsung,Galaxy S21,64,8,2,14201.36
Samsung,Galaxy S21,256,4,5,25893.89
Xiaomi,Redmi Note 9,256,4,1,25145.73
Samsung,Galaxy S20,64,6,5,12023.31
Huawei,Mate 40,64,12,1,14086.8
Apple,iPhone 12,256,6,5,27907.7
Huawei,Mate 40,256,12,3,23369.67
Apple,iPhone 12,256,4,5,24339.59
Huawei,P30,128,8,1,17211.9
Samsung,Galaxy S20,64,4,0,16094.49
Xiaomi,Redmi Note 8,64,8,2,10255.93
Oppo,Find X3,256,8,3,20134.78
Huawei,P30,256,12,2,24766.12
Xiaomi,Redmi Note 8,64,4,4,8822.83
Samsung,Galaxy S20,128,12,4,17020.4
OnePlus,Nord,128,6,3,15065.61
OnePlus,9 Pro,256,8,5,23083.71
OnePlus,9 Pro,128,6,3,16214.07
Xiaomi,Redmi Note 9,256,6,1,24905.78
Huawei,P40,256,6,3,21489.86
Huawei,Mate 40,128,6,5,14463.62
Xiaomi,Mi 11,128,4,5,12391.18
Apple,iPhone 10,256,4,3,23588.91
OnePlus,8T,256,12,5,20309.52
OnePlus,9 Pro,128,4,3,16612.23
Oppo,Find X3,128,4,3,11501.43
Samsung,Galaxy S10,128,8,3,16010.17
Xiaomi,Redmi Note 8,256,12,5,21320.05
Apple,iPhone 12,256,12,0,30441.99
Apple,iPhone 12,128,6,1,21215.95
Samsung,Galaxy S21,256,6,0,25486.0
Huawei,Mate 40,64,8,3,12546.22
Huawei,P40,256,6,5,22624.66
Apple,iPhone 12,128,12,2,24148.5
Apple,iPhone 12,256,6,2,28970.92
Apple,iPhone 12,256,4,1,32308.19
Samsung,Galaxy S10,256,6,5,24888.0
Xiaomi,Redmi Note 8,256,12,1,24627.35
OnePlus,Nord,128,4,3,17117.07
Samsung,Galaxy S21,256,12,2,30995.99
Apple,iPhone 10,256,4,0,30477.81
Samsung,Galaxy S21,256,12,5,24883.5
Oppo,A15,128,4,3,12345.72
Oppo,Find X3,64,6,1,10377.02
Apple,iPhone 12,128,12,1,25109.97
Oppo,A15,256,8,3,19693.88
Samsung,Galaxy S21,64,12,1,17214.55
Xiaomi,Redmi Note 9,256,12,2,23929.56
OnePlus,Nord,128,6,2,17791.12
OnePlus,Nord,256,4,4,23733.64
Apple,iPhone 11,128,8,4,16553.52
OnePlus,Nord,128,8,4,16447.91
OnePlus,9 Pro,64,6,0,15470.9
Oppo,Reno 5,64,12,1,12958.02
Oppo,Reno 5,256,12,4,21032.9
Apple,iPhone 10,64,4,5,11966.94
Huawei,P40,256,4,0,24832.23
Oppo,Find X3,128,6,2,13947.93
Samsung,Galaxy S20,64,6,5,10499.11
Samsung,Galaxy S20,64,4,4,12322.62
Oppo,A15,64,4,1,8642.2
Huawei,P40,64,12,2,12381.22
Xiaomi,Mi 11,128,12,2,16842.94
Huawei,P40,64,12,5,7870.03
Oppo,Find X3,256,6,0,26514.87
Xiaomi,Mi 11,64,6,5,7677.01
Oppo,A15,256,12,3,23785.21
Huawei,P30,64,12,0,13357.56
Apple,iPhone 11,256,4,3,28113.0
Oppo,Reno 5,256,4,1,21709.54
OnePlus,8T,128,6,3,14480.62
OnePlus,8T,64,4,2,13718.86
Huawei,P40,128,4,3,16209.27
Samsung,Galaxy S21,128,6,0,21914.26
OnePlus,Nord,128,4,0,20092.51
Oppo,Find X3,256,6,0,21544.17
Xiaomi,Redmi Note 9,128,4,2,14001.01
Xiaomi,Redmi Note 8,64,4,3,9100.14
Apple,iPhone 12,64,6,1,18241.33
Huawei,P40,64,12,4,9919.01
Huawei,Mate 40,128,4,2,16601.98
Huawei,P40,64,12,4,10844.32
OnePlus,Nord,64,4,1,14202.34
Oppo,Reno 5,64,6,3,7425.79
Huawei,P40,256,8,3,21451.58
OnePlus,8T,256,12,3,21859.15
Huawei,P40,128,12,2,14671.21
Xiaomi,Redmi Note 8,64,6,2,10452.84
OnePlus,8T,256,4,3,23940.96
Oppo,Find X3,128,8,1,14305.21
OnePlus,8T,64,8,5,9809.39
OnePlus,9 Pro,64,6,5,11392.08
OnePlus,8T,128,8,5,14338.82
Apple,iPhone 10,64,12,3,14905.53
Oppo,Find X3,256,8,1,22859.64
OnePlus,8T,64,6,1,14227.22
Samsung,Galaxy S10,64,8,1,15080.59
Oppo,A15,128,6,4,11011.51
Apple,iPhone 11,64,6,5,14813.33
Oppo,Find X3,256,12,5,19657.46
Huawei,P40,256,12,3,22029.18
Oppo,Find X3,128,12,4,12412.43
Xiaomi,Redmi Note 8,64,12,0,11677.78
Xiaomi,Redmi Note 9,64,4,3,8195.42
Oppo,Find X3,256,12,2,25187.75
OnePlus,9 Pro,64,8,2,15390.83
Oppo,Find X3,64,6,3,8103.39
Huawei,Mate 40,256,8,2,25811.68
OnePlus,8T,256,4,3,20826.26
Oppo,Reno 5,256,4,3,17931.71
Xiaomi,Redmi Note 9,64,6,5,6286.11
OnePlus,9 Pro,256,6,5,24896.8
Samsung,Galaxy S20,128,8,4,18456.96
Oppo,A15,256,8,5,16588.94
Huawei,P30,64,6,4,9396.21
Xiaomi,Mi 11,64,6,5,7418.62
Samsung,Galaxy S10,256,6,2,23947.48
Apple,iPhone 11,64,6,1,17503.64
Samsung,Galaxy S10,128,4,1,16248.18
Apple,iPhone 10,64,8,1,16836.33
Samsung,Galaxy S20,256,8,2,23951.81
OnePlus,Nord,256,12,2,24311.72
Xiaomi,Mi 11,64,6,3,9479.83
Xiaomi,Redmi Note 8,64,6,4,7382.99
Xiaomi,Mi 11,128,12,5,13458.21
Huawei,Mate 40,128,6,0,15822.62
Huawei,P40,128,4,4,11479.97
Huawei,Mate 40,256,8,4,20588.5
OnePlus,9 Pro,64,4,0,15823.75
Oppo,Find X3,128,8,4,13226.13
Xiaomi,Redmi Note 9,64,6,5,7005.55
OnePlus,9 Pro,64,4,3,11285.56
Oppo,Reno 5,128,6,4,11463.76
Xiaomi,Redmi Note 8,64,6,3,9521.99
Xiaomi,Redmi Note 9,256,8,2,19586.95
OnePlus,8T,128,4,0,16789.11
Samsung,Galaxy S21,256,12,1,28514.72
OnePlus,Nord,256,4,5,19787.03
Samsung,Galaxy S10,64,8,3,12851.23
Huawei,P40,128,6,4,12961.6
Oppo,Reno 5,256,8,3,21233.11
Apple,iPhone 12,128,6,4,16908.36
Samsung,Galaxy S20,64,6,0,17792.69
Oppo,Reno 5,128,4,4,12363.27
Apple,iPhone 11,64,6,4,12372.41
Huawei,Mate 40,64,4,2,11350.27
Huawei,Mate 40,64,8,5,8303.72
Apple,iPhone 10,128,12,1,22170.36
OnePlus,8T,128,8,5,14633.83
OnePlus,8T,128,8,3,17174.54
Apple,iPhone 10,256,8,3,24366.58
Apple,iPhone 10,64,8,5,13754.74
Huawei,P30,256,4,5,18299.19
Xiaomi,Redmi Note 9,256,8,2,20206.71
Xiaomi,Mi 11,256,6,5,22114.37
Apple,iPhone 12,64,6,4,15882.58
Samsung,Galaxy S20,128,12,4,15446.09
Xiaomi,Mi 11,256,12,5,23197.54
Xiaomi,Mi 11,64,8,5,8576.31
Oppo,A15,256,12,1,20119.55
Huawei,Mate 40,128,6,0,20114.34
Samsung,Galaxy S10,256,8,5,24909.84
Xiaomi,Redmi Note 8,256,8,0,24348.27
Samsung,Galaxy S20,64,4,4,11352.54
Oppo,Reno 5,128,6,3,11426.27
Oppo,Find X3,256,4,5,16613.66
Oppo,A15,128,6,5,10009.44
Apple,iPhone 12,128,6,2,20934.52
Huawei,P30,128,4,2,13609.4
Oppo,A15,128,4,3,11819.84
Samsung,Galaxy S20,128,4,4,14073.0
Huawei,P30,64,12,3,12237.25
Xiaomi,Redmi Note 9,256,12,3,25002.15
Samsung,Galaxy S20,64,12,3,14257.95
Samsung,Galaxy S21,128,6,4,15861.24
Oppo,Reno 5,128,6,4,11629.98
OnePlus,9 Pro,128,12,5,14252.01
Oppo,A15,64,12,0,12418.35
Samsung,Galaxy S10,128,12,5,14284.49
Huawei,P40,256,12,1,25788.09
Huawei,Mate 40,256,4,5,21747.28
OnePlus,8T,128,8,3,16539.35
Oppo,Find X3,256,12,5,20621.59
Oppo,Reno 5,64,12,0,13992.98
Oppo,A15,256,6,1,22903.98
Samsung,Galaxy S10,128,12,3,17465.44
Apple,iPhone 11,64,4,0,20545.63
Xiaomi,Redmi Note 8,128,4,4,13337.75
Apple,iPhone 12,128,6,2,19533.54
Huawei,P30,128,4,4,11447.44
Huawei,Mate 40,64,6,3,11007.09
OnePlus,Nord,64,4,5,10393.99
Xiaomi,Redmi Note 8,128,8,3,11863.23
Xiaomi,Mi 11,128,4,0,14768.1
Samsung,Galaxy S10,128,6,3,16049.31
Samsung,Galaxy S21,64,8,1,16536.1
Apple,iPhone 10,128,6,5,16958.88
Xiaomi,Redmi Note 8,256,6,0,25765.86
Huawei,P40,256,12,4,20216.49
Oppo,Find X3,64,8,1,11698.35
Apple,iPhone 11,256,4,4,22663.07
Apple,iPhone 12,64,4,4,12811.0
Xiaomi,Redmi Note 9,256,12,5,17958.16
OnePlus,Nord,256,6,2,27669.48
Samsung,Galaxy S10,64,4,4,11620.85
Huawei,P40,256,4,0,24782.31
Samsung,Galaxy S10,256,8,5,24928.27
Oppo,Find X3,64,12,0,14286.93
OnePlus,8T,64,6,3,12711.65
Apple,iPhone 11,128,6,3,21238.4
OnePlus,Nord,64,6,5,10360.78
Samsung,Galaxy S20,128,12,2,16801.03
Huawei,P30,64,4,3,8366.92
Huawei,P30,64,6,5,7023.01
OnePlus,9 Pro,256,4,2,24398.08
OnePlus,Nord,128,12,5,15946.59
OnePlus,8T,128,6,0,21447.52
Xiaomi,Redmi Note 9,256,4,2,19490.15
Apple,iPhone 11,64,4,5,14587.32
Samsung,Galaxy S20,128,12,4,16506.74
Oppo,Reno 5,128,12,4,11093.89
Xiaomi,Redmi Note 8,128,12,5,11195.14
OnePlus,8T,128,8,3,14889.23
Xiaomi,Redmi Note 8,128,6,3,11988.23
OnePlus,9 Pro,64,6,4,13116.64
Xiaomi,Redmi Note 9,64,8,0,13690.02
OnePlus,9 Pro,128,6,0,20733.35
Huawei,Mate 40,256,12,1,26849.22
OnePlus,9 Pro,64,8,2,12232.64
Oppo,A15,128,4,2,14788.27
Samsung,Galaxy S20,256,4,2,24958.05
Apple,iPhone 11,128,6,2,19399.46
Oppo,Find X3,64,8,1,11964.39
Apple,iPhone 12,128,12,1,21894.72
Huawei,Mate 40,256,12,3,24850.07
OnePlus,8T,64,8,4,11797.16
OnePlus,Nord,64,6,0,13325.34
Xiaomi,Mi 11,256,12,2,25285.06
OnePlus,8T,128,8,1,17344.82
Samsung,Galaxy S20,64,4,2,12930.19
Xiaomi,Redmi Note 9,64,6,3,9747.92
OnePlus,9 Pro,256,8,4,24458.39
Huawei,Mate 40,256,4,5,17742.24
Apple,iPhone 10,128,8,1,22673.91
OnePlus,8T,256,12,2,22730.37
Samsung,Galaxy S21,64,6,2,15251.49
Samsung,Galaxy S20,256,8,4,21802.94
